order_id,customer_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
539,87,prior,6,6,0,26.0
351,102,prior,7,6,3,3.0
867,198,prior,2,6,1,30.0
879,99,prior,30,6,0,2.0
891,143,prior,1,6,3,
160,182,prior,2,6,1,7.0
174,53,prior,43,6,0,7.0
184,107,prior,90,6,2,3.0
291,149,prior,27,6,4,6.0
115,187,prior,6,6,1,8.0
692,188,prior,3,6,4,6.0
718,70,prior,41,6,2,11.0
24,112,prior,4,6,1,30.0
300,121,prior,33,6,0,3.0
770,188,prior,7,6,0,9.0
35,93,prior,6,6,0,30.0
948,131,train,13,6,0,8.0
583,190,prior,9,6,0,8.0
504,89,prior,18,6,2,8.0
941,107,train,9,6,0,30.0
127,112,prior,2,6,1,11.0
671,190,prior,3,6,11,20.0
888,32,prior,11,6,10,6.0
360,164,prior,3,6,10,30.0
38,195,prior,36,6,8,13.0
913,73,prior,9,6,10,27.0
416,89,prior,11,6,8,3.0
95,38,prior,27,6,11,12.0
642,120,prior,43,6,9,3.0
83,200,prior,5,6,10,14.0
586,136,prior,7,6,10,28.0
39,103,prior,4,6,8,4.0
266,167,prior,21,6,11,10.0
218,180,prior,7,6,8,7.0
575,87,prior,27,6,10,6.0
640,116,prior,39,6,11,1.0
62,69,prior,19,6,10,5.0
357,187,prior,3,6,7,4.0
463,138,prior,20,6,11,4.0
743,143,prior,2,6,9,6.0
451,132,prior,14,6,8,3.0
547,66,prior,3,6,9,12.0
927,55,train,6,6,11,13.0
18,37,prior,19,6,10,2.0
387,101,prior,8,6,8,15.0
675,126,prior,14,6,8,30.0
268,85,prior,2,6,11,30.0
1,51,prior,12,6,11,9.0
427,95,prior,7,6,9,30.0
257,124,prior,15,6,8,7.0
523,175,prior,32,6,10,7.0
139,23,prior,7,6,11,0.0
495,161,prior,5,6,13,4.0
774,34,prior,1,6,17,
681,41,prior,6,6,13,13.0
625,82,prior,3,6,12,6.0
535,104,prior,1,6,14,
442,40,prior,13,6,16,8.0
67,190,prior,3,6,16,27.0
168,99,prior,7,6,15,9.0
634,119,prior,26,6,13,7.0
318,81,prior,90,6,12,2.0
153,152,prior,8,6,12,4.0
178,170,prior,1,6,13,
205,16,prior,2,6,17,30.0
374,102,prior,2,6,15,8.0
72,68,prior,12,6,16,2.0
657,31,prior,2,6,12,6.0
828,138,prior,5,6,16,5.0
113,51,prior,53,6,12,6.0
393,153,prior,25,6,17,1.0
609,43,prior,14,6,17,29.0
859,5,prior,10,6,16,7.0
844,104,prior,5,6,14,30.0
206,140,prior,8,6,13,11.0
584,135,prior,7,6,13,14.0
258,104,prior,60,6,13,5.0
305,74,prior,41,6,17,3.0
490,120,prior,3,6,14,12.0
412,72,prior,17,6,17,4.0
231,90,prior,15,6,16,7.0
469,37,prior,12,6,17,6.0
664,123,prior,29,6,14,5.0
164,178,prior,13,6,13,4.0
749,67,prior,4,6,17,21.0
143,155,prior,14,6,12,9.0
898,97,prior,5,6,22,3.0
901,172,prior,5,6,19,7.0
687,195,prior,16,6,20,20.0
890,161,prior,19,6,21,6.0
163,180,prior,5,6,18,5.0
129,28,prior,1,6,18,
6,152,prior,7,6,19,4.0
767,93,prior,1,6,20,
771,160,prior,7,6,22,9.0
175,54,prior,15,6,18,8.0
246,9,prior,1,6,22,
461,82,prior,7,6,18,3.0
19,99,prior,1,6,19,
604,33,prior,17,6,18,9.0
872,122,prior,43,6,18,8.0
797,143,prior,29,6,20,6.0
528,64,prior,38,6,18,0.0
148,79,prior,8,6,18,5.0
727,123,prior,5,6,21,13.0
484,42,prior,23,6,18,2.0
892,18,prior,37,6,18,5.0
213,148,prior,1,6,18,
689,88,prior,7,6,21,7.0
223,156,prior,17,6,18,18.0
137,118,prior,70,6,18,2.0
404,86,prior,1,6,20,
823,93,prior,31,6,20,6.0
734,14,prior,15,6,18,2.0
236,176,prior,1,6,19,
674,155,prior,16,6,23,2.0
496,86,prior,9,6,18,3.0
777,150,prior,11,6,20,18.0
265,41,prior,57,6,21,5.0
133,160,prior,17,6,18,5.0
