delivery_ID,order_ID,scheduled_date,actual_delivery_date,status
436,817,2025-09-18 02:56:25,2025-09-19 02:56:25,Shipped
437,714,2025-10-22 02:56:25,2025-10-27 02:56:25,Delivered
438,869,2025-09-18 02:56:25,2025-09-20 02:56:25,Delivered
439,413,2025-09-13 02:56:25,2025-09-13 02:56:25,Cancelled
440,707,2025-10-04 02:56:25,2025-10-05 02:56:25,Delivered
441,464,2025-09-11 02:56:25,,Pending
442,932,2025-10-19 02:56:25,2025-10-22 02:56:25,Shipped
443,526,2025-11-06 02:56:25,2025-11-07 02:56:25,Delivered
444,279,2025-11-07 02:56:25,,Pending
445,713,2025-09-12 02:56:25,,Pending
446,511,2025-10-02 02:56:25,2025-10-05 02:56:25,Delivered
447,216,2025-09-17 02:56:25,2025-09-17 02:56:25,Cancelled
448,339,2025-10-30 02:56:25,,Pending
449,74,2025-09-13 02:56:25,2025-09-13 02:56:25,Cancelled
450,385,2025-10-01 02:56:25,2025-10-06 02:56:25,Delivered
451,847,2025-09-29 02:56:25,,Pending
452,937,2025-10-16 02:56:25,2025-10-20 02:56:25,Delivered
453,16,2025-09-21 02:56:25,2025-09-22 02:56:25,Shipped
454,285,2025-09-25 02:56:25,2025-09-29 02:56:25,Delivered
455,546,2025-10-17 02:56:25,,Pending
456,398,2025-09-29 02:56:25,2025-10-01 02:56:25,Shipped
457,295,2025-10-21 02:56:25,2025-10-26 02:56:25,Delivered
458,264,2025-10-27 02:56:25,2025-10-29 02:56:25,Shipped
459,949,2025-09-18 02:56:25,2025-09-18 02:56:25,Cancelled
460,924,2025-10-05 02:56:25,2025-10-05 02:56:25,Cancelled
461,481,2025-09-09 02:56:25,,Pending
462,494,2025-10-27 02:56:25,2025-10-29 02:56:25,Shipped
463,313,2025-09-29 02:56:25,2025-10-01 02:56:25,Shipped
464,868,2025-09-27 02:56:25,2025-10-02 02:56:25,Delivered
465,88,2025-10-08 02:56:25,,Pending
466,507,2025-10-30 02:56:25,2025-11-01 02:56:25,Delivered
467,864,2025-09-15 02:56:25,2025-09-15 02:56:25,Cancelled
468,423,2025-10-21 02:56:25,2025-10-24 02:56:25,Shipped
469,462,2025-11-03 02:56:25,,Pending
470,545,2025-09-17 02:56:25,2025-09-19 02:56:25,Delivered
471,46,2025-10-21 02:56:25,2025-10-22 02:56:25,Shipped
472,561,2025-10-22 02:56:25,2025-10-25 02:56:25,Shipped
473,237,2025-10-28 02:56:25,2025-10-30 02:56:25,Shipped
474,177,2025-10-10 02:56:25,,Pending
475,850,2025-10-27 02:56:25,2025-10-28 02:56:25,Shipped
476,556,2025-10-03 02:56:25,2025-10-05 02:56:25,Delivered
477,676,2025-10-27 02:56:25,,Pending
478,197,2025-09-23 02:56:25,,Pending
479,306,2025-10-20 02:56:25,2025-10-23 02:56:25,Shipped
480,275,2025-10-16 02:56:25,,Pending
481,106,2025-11-04 02:56:25,2025-11-05 02:56:25,Delivered
482,314,2025-10-31 02:56:25,2025-10-31 02:56:25,Cancelled
483,281,2025-11-04 02:56:25,,Pending
484,818,2025-11-03 02:56:25,2025-11-03 02:56:25,Cancelled
485,45,2025-10-23 02:56:25,2025-10-28 02:56:25,Delivered
486,919,2025-09-28 02:56:25,,Pending
487,649,2025-09-10 02:56:25,2025-09-13 02:56:25,Shipped
488,722,2025-09-14 02:56:25,2025-09-18 02:56:25,Delivered
489,230,2025-10-26 02:56:25,,Pending
490,270,2025-09-21 02:56:25,2025-09-21 02:56:25,Cancelled
491,87,2025-09-25 02:56:25,,Pending
492,543,2025-10-31 02:56:25,2025-10-31 02:56:25,Cancelled
493,240,2025-10-02 02:56:25,,Pending
494,772,2025-11-04 02:56:25,2025-11-05 02:56:25,Shipped
495,851,2025-09-14 02:56:25,2025-09-19 02:56:25,Delivered
496,694,2025-11-10 02:56:25,2025-11-14 02:56:25,Delivered
497,315,2025-10-02 02:56:25,2025-10-06 02:56:25,Delivered
498,473,2025-09-19 02:56:25,2025-09-19 02:56:25,Cancelled
499,394,2025-10-27 02:56:25,,Pending
500,792,2025-09-27 02:56:25,2025-09-29 02:56:25,Shipped
501,682,2025-10-01 02:56:25,2025-10-03 02:56:25,Shipped
502,80,2025-09-23 02:56:25,2025-09-23 02:56:25,Cancelled
503,939,2025-10-10 02:56:25,2025-10-10 02:56:25,Cancelled
504,61,2025-09-11 02:56:25,2025-09-15 02:56:25,Delivered
505,232,2025-10-30 02:56:25,2025-11-02 02:56:25,Delivered
506,415,2025-10-18 02:56:25,2025-10-18 02:56:25,Cancelled
507,663,2025-09-11 02:56:25,,Pending
508,2,2025-09-21 02:56:25,,Pending
509,530,2025-09-24 02:56:25,,Pending
510,865,2025-09-25 02:56:25,2025-09-28 02:56:25,Shipped
511,521,2025-11-01 02:56:25,2025-11-02 02:56:25,Delivered
512,613,2025-09-26 02:56:25,2025-09-30 02:56:25,Delivered
513,571,2025-10-27 02:56:25,2025-11-01 02:56:25,Delivered
514,347,2025-10-22 02:56:25,2025-10-23 02:56:25,Delivered
515,673,2025-10-18 02:56:25,2025-10-19 02:56:25,Shipped
516,226,2025-10-28 02:56:25,2025-10-29 02:56:25,Shipped
517,631,2025-09-23 02:56:25,2025-09-24 02:56:25,Delivered
518,100,2025-10-19 02:56:25,2025-10-21 02:56:25,Shipped
519,582,2025-11-03 02:56:25,,Pending
520,303,2025-09-27 02:56:25,2025-09-28 02:56:25,Delivered
521,762,2025-09-12 02:56:25,2025-09-15 02:56:25,Delivered
522,22,2025-10-05 02:56:25,2025-10-06 02:56:25,Delivered
523,328,2025-10-30 02:56:25,2025-11-02 02:56:25,Shipped
524,860,2025-10-06 02:56:25,,Pending
525,166,2025-09-08 02:56:25,,Pending
526,934,2025-10-10 02:56:25,2025-10-12 02:56:25,Shipped
527,388,2025-10-21 02:56:25,2025-10-21 02:56:25,Cancelled
528,403,2025-10-04 02:56:25,2025-10-06 02:56:25,Shipped
529,518,2025-10-24 02:56:25,2025-10-29 02:56:25,Delivered
530,267,2025-09-12 02:56:25,,Pending
531,826,2025-09-28 02:56:25,2025-09-29 02:56:25,Shipped
532,741,2025-10-18 02:56:25,,Pending
533,751,2025-09-20 02:56:25,2025-09-24 02:56:25,Delivered
534,781,2025-10-21 02:56:25,2025-10-21 02:56:25,Cancelled
535,271,2025-09-22 02:56:25,2025-09-22 02:56:25,Cancelled
536,372,2025-09-14 02:56:25,2025-09-16 02:56:25,Delivered
537,193,2025-11-10 02:56:25,,Pending
538,98,2025-09-22 02:56:25,2025-09-22 02:56:25,Cancelled
539,20,2025-10-22 02:56:25,2025-10-27 02:56:25,Delivered
540,47,2025-10-05 02:56:25,2025-10-06 02:56:25,Delivered
541,514,2025-09-06 02:56:25,2025-09-06 02:56:25,Cancelled
542,353,2025-10-22 02:56:25,,Pending
543,686,2025-10-10 02:56:25,2025-10-12 02:56:25,Shipped
544,65,2025-09-25 02:56:25,2025-09-27 02:56:25,Shipped
545,519,2025-09-18 02:56:25,2025-09-19 02:56:25,Delivered
546,225,2025-10-25 02:56:25,2025-10-25 02:56:25,Cancelled
547,287,2025-09-15 02:56:25,2025-09-16 02:56:25,Shipped
548,815,2025-10-04 02:56:25,2025-10-07 02:56:25,Shipped
549,69,2025-09-14 02:56:25,2025-09-15 02:56:25,Delivered
550,765,2025-10-07 02:56:25,,Pending
551,326,2025-10-11 02:56:25,,Pending
552,617,2025-09-10 02:56:25,,Pending
553,391,2025-10-05 02:56:25,2025-10-05 02:56:25,Cancelled
554,191,2025-09-19 02:56:25,2025-09-19 02:56:25,Cancelled
555,538,2025-10-06 02:56:25,2025-10-07 02:56:25,Delivered
556,222,2025-10-08 02:56:25,,Pending
557,227,2025-11-03 02:56:25,2025-11-06 02:56:25,Shipped
558,758,2025-10-14 02:56:25,2025-10-15 02:56:25,Delivered
559,124,2025-10-13 02:56:25,,Pending
560,15,2025-10-27 02:56:25,2025-10-27 02:56:25,Cancelled
561,808,2025-10-06 02:56:25,2025-10-06 02:56:25,Cancelled
562,182,2025-10-28 02:56:25,,Pending
563,89,2025-09-19 02:56:25,2025-09-22 02:56:25,Delivered
564,203,2025-09-28 02:56:25,2025-09-30 02:56:25,Delivered
565,245,2025-09-21 02:56:25,,Pending
566,445,2025-09-15 02:56:25,2025-09-17 02:56:25,Shipped
567,811,2025-10-04 02:56:25,2025-10-05 02:56:25,Shipped
568,81,2025-09-20 02:56:25,2025-09-22 02:56:25,Shipped
569,878,2025-10-09 02:56:25,2025-10-12 02:56:25,Shipped
570,651,2025-10-19 02:56:25,,Pending
571,440,2025-10-11 02:56:25,2025-10-11 02:56:25,Cancelled
572,358,2025-10-24 02:56:25,2025-10-24 02:56:25,Cancelled
573,301,2025-10-16 02:56:25,2025-10-19 02:56:25,Delivered
574,794,2025-09-16 02:56:25,2025-09-16 02:56:25,Cancelled
575,145,2025-10-28 02:56:25,2025-10-28 02:56:25,Cancelled
576,14,2025-10-30 02:56:25,2025-11-02 02:56:25,Delivered
577,880,2025-10-26 02:56:25,,Pending
578,527,2025-10-05 02:56:25,,Pending
579,119,2025-10-25 02:56:25,2025-10-25 02:56:25,Cancelled
580,355,2025-10-17 02:56:25,,Pending
581,905,2025-10-11 02:56:25,2025-10-14 02:56:25,Delivered
582,159,2025-09-29 02:56:25,,Pending
583,390,2025-10-28 02:56:25,2025-10-28 02:56:25,Cancelled
584,256,2025-10-05 02:56:25,,Pending
585,288,2025-09-18 02:56:25,2025-09-20 02:56:25,Shipped
586,437,2025-09-23 02:56:25,2025-09-23 02:56:25,Cancelled
587,699,2025-09-28 02:56:25,2025-09-29 02:56:25,Shipped
588,183,2025-10-25 02:56:25,,Pending
589,534,2025-10-16 02:56:25,,Pending
590,736,2025-10-26 02:56:25,2025-10-27 02:56:25,Shipped
591,732,2025-10-29 02:56:25,2025-10-29 02:56:25,Cancelled
592,273,2025-11-07 02:56:25,2025-11-09 02:56:25,Shipped
593,192,2025-10-02 02:56:25,2025-10-06 02:56:25,Delivered
594,196,2025-10-31 02:56:25,2025-11-05 02:56:25,Delivered
595,552,2025-09-14 02:56:25,2025-09-15 02:56:25,Delivered
596,738,2025-10-14 02:56:25,,Pending
597,371,2025-10-18 02:56:25,2025-10-18 02:56:25,Cancelled
598,636,2025-10-01 02:56:25,2025-10-06 02:56:25,Delivered
599,626,2025-09-30 02:56:25,2025-10-01 02:56:25,Delivered
600,618,2025-10-11 02:56:25,2025-10-13 02:56:25,Shipped
601,866,2025-10-18 02:56:25,2025-10-18 02:56:25,Cancelled
602,120,2025-10-05 02:56:25,,Pending
603,911,2025-10-21 02:56:25,2025-10-21 02:56:25,Cancelled
604,835,2025-10-04 02:56:25,2025-10-07 02:56:25,Shipped
605,58,2025-10-17 02:56:25,,Pending
606,220,2025-09-10 02:56:25,2025-09-11 02:56:25,Delivered
607,8,2025-10-17 02:56:25,2025-10-19 02:56:25,Delivered
608,632,2025-09-17 02:56:25,2025-09-21 02:56:25,Delivered
609,156,2025-09-12 02:56:25,2025-09-13 02:56:25,Shipped
610,260,2025-10-10 02:56:25,,Pending
611,96,2025-10-04 02:56:25,,Pending
612,763,2025-10-26 02:56:25,,Pending
613,716,2025-09-13 02:56:25,2025-09-16 02:56:25,Shipped
614,401,2025-10-31 02:56:25,2025-11-01 02:56:25,Shipped
615,522,2025-10-08 02:56:25,2025-10-11 02:56:25,Shipped
616,680,2025-10-12 02:56:25,,Pending
617,693,2025-10-17 02:56:25,2025-10-19 02:56:25,Delivered
618,116,2025-10-02 02:56:25,2025-10-06 02:56:25,Delivered
619,316,2025-10-26 02:56:25,2025-10-28 02:56:25,Shipped
620,221,2025-10-22 02:56:25,2025-10-24 02:56:25,Shipped
621,170,2025-11-04 02:56:25,2025-11-04 02:56:25,Cancelled
622,68,2025-10-29 02:56:25,2025-11-02 02:56:25,Delivered
623,852,2025-10-20 02:56:25,2025-10-20 02:56:25,Cancelled
624,43,2025-09-12 02:56:25,2025-09-15 02:56:25,Shipped
625,728,2025-09-13 02:56:25,2025-09-14 02:56:25,Delivered
626,189,2025-10-28 02:56:25,2025-11-02 02:56:25,Delivered
627,548,2025-09-05 02:56:25,,Pending
628,531,2025-10-21 02:56:25,,Pending
629,188,2025-10-15 02:56:25,2025-10-19 02:56:25,Delivered
630,902,2025-09-27 02:56:25,2025-09-29 02:56:25,Shipped
631,633,2025-10-13 02:56:25,2025-10-15 02:56:25,Shipped
632,775,2025-10-30 02:56:25,,Pending
633,51,2025-10-11 02:56:25,,Pending
634,194,2025-10-08 02:56:25,2025-10-10 02:56:25,Delivered
635,48,2025-10-22 02:56:25,,Pending
636,887,2025-09-16 02:56:25,2025-09-17 02:56:25,Shipped
637,248,2025-09-29 02:56:25,,Pending
638,433,2025-10-04 02:56:25,2025-10-05 02:56:25,Shipped
639,753,2025-10-13 02:56:25,2025-10-17 02:56:25,Delivered
640,509,2025-10-23 02:56:25,2025-10-23 02:56:25,Cancelled
641,793,2025-10-03 02:56:25,,Pending
642,576,2025-09-05 02:56:25,,Pending
643,460,2025-09-15 02:56:25,2025-09-16 02:56:25,Shipped
644,298,2025-11-06 02:56:25,2025-11-06 02:56:25,Cancelled
645,44,2025-10-22 02:56:25,2025-10-24 02:56:25,Delivered
646,187,2025-09-18 02:56:25,,Pending
647,424,2025-09-28 02:56:25,2025-09-30 02:56:25,Shipped
648,25,2025-09-15 02:56:25,2025-09-15 02:56:25,Cancelled
649,564,2025-09-26 02:56:25,,Pending
650,590,2025-11-09 02:56:25,,Pending
651,323,2025-10-27 02:56:25,2025-10-30 02:56:25,Shipped
652,724,2025-10-03 02:56:25,2025-10-07 02:56:25,Delivered
653,942,2025-10-10 02:56:25,2025-10-12 02:56:25,Delivered
654,241,2025-09-26 02:56:25,2025-09-26 02:56:25,Cancelled
655,173,2025-09-29 02:56:25,,Pending
656,373,2025-11-05 02:56:25,2025-11-06 02:56:25,Delivered
657,340,2025-09-16 02:56:25,,Pending
658,885,2025-09-29 02:56:25,2025-09-29 02:56:25,Cancelled
659,9,2025-10-24 02:56:25,2025-10-24 02:56:25,Cancelled
660,798,2025-11-02 02:56:25,2025-11-03 02:56:25,Delivered
661,118,2025-10-03 02:56:25,,Pending
662,834,2025-10-07 02:56:25,2025-10-10 02:56:25,Shipped
663,377,2025-10-14 02:56:25,2025-10-16 02:56:25,Delivered
664,167,2025-09-14 02:56:25,2025-09-19 02:56:25,Delivered
665,610,2025-10-26 02:56:25,2025-10-29 02:56:25,Shipped
666,644,2025-09-15 02:56:25,2025-09-15 02:56:25,Cancelled
667,915,2025-09-18 02:56:25,2025-09-19 02:56:25,Shipped
668,761,2025-10-31 02:56:25,,Pending
669,730,2025-10-25 02:56:25,2025-10-26 02:56:25,Shipped
670,152,2025-09-11 02:56:25,,Pending
671,788,2025-09-23 02:56:25,2025-09-28 02:56:25,Delivered
672,698,2025-10-04 02:56:25,2025-10-04 02:56:25,Cancelled
673,128,2025-11-05 02:56:25,,Pending
674,677,2025-09-10 02:56:25,2025-09-13 02:56:25,Delivered
675,470,2025-10-19 02:56:25,2025-10-22 02:56:25,Delivered
676,204,2025-09-09 02:56:25,2025-09-13 02:56:25,Delivered
677,233,2025-10-18 02:56:25,2025-10-18 02:56:25,Cancelled
678,280,2025-10-20 02:56:25,2025-10-22 02:56:25,Delivered
679,446,2025-10-31 02:56:25,2025-10-31 02:56:25,Cancelled
680,520,2025-10-31 02:56:25,2025-11-01 02:56:25,Delivered
681,190,2025-10-13 02:56:25,,Pending
682,646,2025-11-02 02:56:25,2025-11-05 02:56:25,Shipped
683,667,2025-10-23 02:56:25,2025-10-24 02:56:25,Delivered
684,432,2025-09-19 02:56:25,2025-09-22 02:56:25,Delivered
685,302,2025-10-11 02:56:25,2025-10-11 02:56:25,Cancelled
686,580,2025-09-24 02:56:25,2025-09-24 02:56:25,Cancelled
687,873,2025-09-10 02:56:25,2025-09-10 02:56:25,Cancelled
688,819,2025-10-13 02:56:25,2025-10-13 02:56:25,Cancelled
689,17,2025-10-31 02:56:25,2025-11-05 02:56:25,Delivered
690,11,2025-11-06 02:56:25,2025-11-07 02:56:25,Delivered
691,238,2025-09-15 02:56:25,2025-09-15 02:56:25,Cancelled
692,601,2025-11-02 02:56:25,2025-11-03 02:56:25,Shipped
693,710,2025-11-03 02:56:25,2025-11-03 02:56:25,Cancelled
694,75,2025-09-19 02:56:25,2025-09-20 02:56:25,Shipped
695,832,2025-09-26 02:56:25,2025-09-29 02:56:25,Delivered
696,747,2025-09-09 02:56:25,,Pending
697,660,2025-11-01 02:56:25,2025-11-04 02:56:25,Shipped
698,356,2025-10-12 02:56:25,2025-10-15 02:56:25,Delivered
699,624,2025-10-09 02:56:25,,Pending
700,947,2025-10-13 02:56:25,2025-10-16 02:56:25,Shipped
701,474,2025-11-04 02:56:25,2025-11-04 02:56:25,Cancelled
702,453,2025-09-15 02:56:25,2025-09-17 02:56:25,Delivered
703,820,2025-09-25 02:56:25,,Pending
704,211,2025-10-12 02:56:25,2025-10-12 02:56:25,Cancelled
705,334,2025-09-23 02:56:25,2025-09-23 02:56:25,Cancelled
706,59,2025-10-08 02:56:25,,Pending
707,812,2025-11-01 02:56:25,2025-11-05 02:56:25,Delivered
708,400,2025-10-20 02:56:25,2025-10-24 02:56:25,Delivered
709,307,2025-09-26 02:56:25,,Pending
710,181,2025-10-06 02:56:25,,Pending
711,709,2025-10-14 02:56:25,2025-10-17 02:56:25,Shipped
712,13,2025-10-24 02:56:25,,Pending
713,805,2025-09-15 02:56:25,2025-09-16 02:56:25,Delivered
714,465,2025-09-30 02:56:25,2025-10-03 02:56:25,Delivered
715,57,2025-09-06 02:56:25,2025-09-08 02:56:25,Shipped
716,157,2025-10-28 02:56:25,2025-10-29 02:56:25,Shipped
717,884,2025-10-15 02:56:25,2025-10-16 02:56:25,Shipped
718,592,2025-09-15 02:56:25,,Pending
719,363,2025-10-07 02:56:25,2025-10-11 02:56:25,Delivered
720,448,2025-09-22 02:56:25,2025-09-25 02:56:25,Shipped
721,551,2025-09-05 02:56:25,,Pending
722,345,2025-10-24 02:56:25,2025-10-24 02:56:25,Cancelled
723,568,2025-10-19 02:56:25,2025-10-19 02:56:25,Cancelled
724,894,2025-09-29 02:56:25,,Pending
725,117,2025-10-18 02:56:25,2025-10-19 02:56:25,Delivered
726,235,2025-10-05 02:56:25,2025-10-05 02:56:25,Cancelled
727,754,2025-10-07 02:56:25,2025-10-09 02:56:25,Delivered
728,824,2025-10-30 02:56:25,2025-10-31 02:56:25,Shipped
729,638,2025-09-17 02:56:25,,Pending
730,64,2025-10-05 02:56:25,2025-10-07 02:56:25,Shipped
731,239,2025-10-05 02:56:25,2025-10-07 02:56:25,Shipped
732,822,2025-09-16 02:56:25,2025-09-21 02:56:25,Delivered
733,408,2025-10-19 02:56:25,,Pending
734,378,2025-10-31 02:56:25,2025-11-03 02:56:25,Shipped
735,662,2025-10-06 02:56:25,2025-10-08 02:56:25,Delivered
736,259,2025-10-01 02:56:25,,Pending
737,678,2025-09-26 02:56:25,2025-09-29 02:56:25,Shipped
738,414,2025-10-17 02:56:25,2025-10-18 02:56:25,Shipped
739,637,2025-10-01 02:56:25,2025-10-06 02:56:25,Delivered
740,876,2025-11-02 02:56:25,,Pending
741,310,2025-10-15 02:56:25,,Pending
742,499,2025-11-06 02:56:25,2025-11-08 02:56:25,Delivered
743,86,2025-11-08 02:56:25,2025-11-08 02:56:25,Cancelled
744,553,2025-10-20 02:56:25,,Pending
745,79,2025-09-25 02:56:25,2025-09-28 02:56:25,Delivered
746,5,2025-09-17 02:56:25,2025-09-20 02:56:25,Shipped
747,756,2025-10-30 02:56:25,2025-11-03 02:56:25,Delivered
748,875,2025-09-09 02:56:25,,Pending
749,661,2025-09-30 02:56:25,2025-09-30 02:56:25,Cancelled
750,703,2025-10-24 02:56:25,2025-10-24 02:56:25,Cancelled
751,856,2025-09-25 02:56:25,2025-09-27 02:56:25,Shipped
752,272,2025-09-18 02:56:25,2025-09-20 02:56:25,Shipped
753,829,2025-09-26 02:56:25,2025-09-30 02:56:25,Delivered
754,653,2025-09-08 02:56:25,2025-09-13 02:56:25,Delivered
755,101,2025-10-23 02:56:25,,Pending
756,889,2025-11-04 02:56:25,2025-11-06 02:56:25,Shipped
757,417,2025-10-16 02:56:25,2025-10-20 02:56:25,Delivered
758,540,2025-11-05 02:56:25,2025-11-06 02:56:25,Shipped
759,567,2025-10-17 02:56:25,2025-10-21 02:56:25,Delivered
760,483,2025-10-04 02:56:25,2025-10-04 02:56:25,Cancelled
761,744,2025-09-20 02:56:25,2025-09-22 02:56:25,Shipped
762,172,2025-11-04 02:56:25,2025-11-06 02:56:25,Delivered
763,602,2025-10-21 02:56:25,2025-10-21 02:56:25,Cancelled
764,29,2025-10-17 02:56:25,2025-10-17 02:56:25,Cancelled
765,705,2025-09-16 02:56:25,2025-09-20 02:56:25,Delivered
766,76,2025-10-17 02:56:25,,Pending
767,30,2025-10-27 02:56:25,2025-10-27 02:56:25,Cancelled
768,503,2025-09-13 02:56:25,2025-09-16 02:56:25,Shipped
769,109,2025-11-05 02:56:25,,Pending
770,525,2025-09-18 02:56:25,2025-09-22 02:56:25,Delivered
771,199,2025-10-06 02:56:25,2025-10-06 02:56:25,Cancelled
772,263,2025-09-27 02:56:25,,Pending
773,375,2025-09-15 02:56:25,2025-09-15 02:56:25,Cancelled
774,702,2025-10-31 02:56:25,2025-11-03 02:56:25,Delivered
775,349,2025-10-12 02:56:25,2025-10-13 02:56:25,Delivered
776,418,2025-09-20 02:56:25,,Pending
777,870,2025-10-25 02:56:25,2025-10-27 02:56:25,Shipped
778,641,2025-10-10 02:56:25,2025-10-11 02:56:25,Delivered
779,550,2025-11-01 02:56:25,2025-11-01 02:56:25,Cancelled
780,141,2025-10-18 02:56:25,2025-10-23 02:56:25,Delivered
781,202,2025-10-18 02:56:25,,Pending
782,217,2025-09-18 02:56:25,,Pending
783,882,2025-10-08 02:56:25,2025-10-11 02:56:25,Delivered
784,833,2025-10-16 02:56:25,2025-10-18 02:56:25,Delivered
785,251,2025-10-02 02:56:25,2025-10-02 02:56:25,Cancelled
786,308,2025-10-26 02:56:25,,Pending
787,766,2025-09-10 02:56:25,,Pending
788,381,2025-10-31 02:56:25,2025-11-04 02:56:25,Delivered
789,579,2025-10-21 02:56:25,2025-10-21 02:56:25,Cancelled
790,923,2025-10-25 02:56:25,2025-10-27 02:56:25,Shipped
791,130,2025-10-02 02:56:25,2025-10-04 02:56:25,Delivered
792,409,2025-09-24 02:56:25,2025-09-29 02:56:25,Delivered
793,325,2025-10-05 02:56:25,2025-10-05 02:56:25,Cancelled
794,691,2025-10-03 02:56:25,2025-10-07 02:56:25,Delivered
795,606,2025-10-21 02:56:25,2025-10-24 02:56:25,Delivered
796,508,2025-10-02 02:56:25,2025-10-02 02:56:25,Cancelled
797,107,2025-09-29 02:56:25,2025-09-30 02:56:25,Delivered
798,554,2025-10-24 02:56:25,2025-10-24 02:56:25,Cancelled
799,195,2025-10-27 02:56:25,2025-10-30 02:56:25,Shipped
800,502,2025-09-26 02:56:25,2025-09-26 02:56:25,Cancelled
801,581,2025-10-20 02:56:25,2025-10-20 02:56:25,Cancelled
802,321,2025-10-26 02:56:25,2025-10-27 02:56:25,Shipped
803,612,2025-10-25 02:56:25,,Pending
804,684,2025-10-26 02:56:25,,Pending
805,162,2025-10-01 02:56:25,2025-10-05 02:56:25,Delivered
806,787,2025-09-10 02:56:25,2025-09-10 02:56:25,Cancelled
807,103,2025-10-21 02:56:25,2025-10-21 02:56:25,Cancelled
808,286,2025-09-14 02:56:25,2025-09-14 02:56:25,Cancelled
809,209,2025-10-03 02:56:25,2025-10-06 02:56:25,Shipped
810,395,2025-11-05 02:56:25,2025-11-09 02:56:25,Delivered
811,846,2025-11-05 02:56:25,2025-11-05 02:56:25,Cancelled
812,125,2025-10-09 02:56:25,2025-10-11 02:56:25,Shipped
813,871,2025-09-26 02:56:25,2025-10-01 02:56:25,Delivered
814,647,2025-10-20 02:56:25,2025-10-25 02:56:25,Delivered
815,764,2025-10-01 02:56:25,2025-10-02 02:56:25,Shipped
816,544,2025-09-11 02:56:25,2025-09-13 02:56:25,Delivered
817,33,2025-11-02 02:56:25,2025-11-04 02:56:25,Delivered
818,63,2025-09-22 02:56:25,2025-09-26 02:56:25,Delivered
819,789,2025-10-16 02:56:25,2025-10-19 02:56:25,Delivered
820,809,2025-09-30 02:56:25,2025-09-30 02:56:25,Cancelled
821,369,2025-09-09 02:56:25,2025-09-11 02:56:25,Delivered
822,950,2025-10-19 02:56:25,,Pending
823,346,2025-10-04 02:56:25,,Pending
824,706,2025-10-10 02:56:25,2025-10-10 02:56:25,Cancelled
825,342,2025-10-16 02:56:25,2025-10-16 02:56:25,Cancelled
826,319,2025-09-13 02:56:25,2025-09-16 02:56:25,Shipped
827,450,2025-10-19 02:56:25,2025-10-21 02:56:25,Delivered
828,140,2025-10-16 02:56:25,2025-10-17 02:56:25,Shipped
829,648,2025-10-23 02:56:25,2025-10-26 02:56:25,Shipped
830,838,2025-10-01 02:56:25,,Pending
831,539,2025-10-27 02:56:25,2025-10-27 02:56:25,Cancelled
832,351,2025-10-29 02:56:25,2025-10-29 02:56:25,Cancelled
833,867,2025-09-04 02:56:25,2025-09-05 02:56:25,Shipped
834,879,2025-09-12 02:56:25,2025-09-14 02:56:25,Shipped
835,891,2025-10-15 02:56:25,2025-10-15 02:56:25,Cancelled
836,160,2025-10-22 02:56:25,2025-10-25 02:56:25,Delivered
837,174,2025-11-01 02:56:25,,Pending
838,184,2025-10-11 02:56:25,2025-10-14 02:56:25,Shipped
839,291,2025-10-14 02:56:25,2025-10-16 02:56:25,Shipped
840,115,2025-10-17 02:56:25,,Pending
841,692,2025-10-30 02:56:25,2025-10-30 02:56:25,Cancelled
842,718,2025-10-30 02:56:25,2025-10-31 02:56:25,Delivered
843,24,2025-09-15 02:56:25,2025-09-20 02:56:25,Delivered
844,300,2025-09-19 02:56:25,,Pending
845,770,2025-10-19 02:56:25,2025-10-23 02:56:25,Delivered
846,35,2025-10-10 02:56:25,2025-10-10 02:56:25,Cancelled
847,948,2025-10-12 02:56:25,2025-10-12 02:56:25,Cancelled
848,583,2025-10-14 02:56:25,2025-10-15 02:56:25,Shipped
849,504,2025-10-16 02:56:25,2025-10-19 02:56:25,Shipped
850,941,2025-09-11 02:56:25,2025-09-13 02:56:25,Delivered
851,127,2025-10-23 02:56:25,2025-10-26 02:56:25,Delivered
852,671,2025-11-05 02:56:25,2025-11-06 02:56:25,Shipped
853,888,2025-10-16 02:56:25,2025-10-16 02:56:25,Cancelled
854,360,2025-10-04 02:56:25,2025-10-05 02:56:25,Delivered
855,38,2025-09-18 02:56:25,,Pending
856,913,2025-10-05 02:56:25,2025-10-07 02:56:25,Shipped
857,416,2025-11-06 02:56:25,2025-11-07 02:56:25,Shipped
858,95,2025-11-01 02:56:25,2025-11-01 02:56:25,Cancelled
859,642,2025-11-03 02:56:25,2025-11-03 02:56:25,Cancelled
860,83,2025-11-04 02:56:25,2025-11-07 02:56:25,Delivered
861,586,2025-10-31 02:56:25,,Pending
862,39,2025-09-13 02:56:25,2025-09-15 02:56:25,Delivered
863,266,2025-09-15 02:56:25,,Pending
864,218,2025-09-24 02:56:25,2025-09-26 02:56:25,Delivered
865,575,2025-10-11 02:56:25,2025-10-12 02:56:25,Delivered
866,640,2025-09-19 02:56:25,2025-09-24 02:56:25,Delivered
867,62,2025-11-03 02:56:25,2025-11-04 02:56:25,Shipped
868,357,2025-09-17 02:56:25,2025-09-19 02:56:25,Shipped
869,463,2025-09-21 02:56:25,2025-09-25 02:56:25,Delivered
870,743,2025-11-03 02:56:25,2025-11-03 02:56:25,Cancelled
