order_id,customer_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1487154,156,prior,25,5,11,16.0
2429131,44,prior,13,5,7,11.0
3264254,134,prior,1,5,10,
1062466,119,prior,24,5,9,21.0
1807270,12,prior,11,5,9,1.0
331587,45,prior,1,5,7,
2045637,70,prior,44,5,8,3.0
286608,11,prior,25,5,11,15.0
7469,19,prior,42,5,9,2.0
2895391,130,prior,16,5,10,2.0
3262923,41,prior,9,5,9,2.0
2514707,76,prior,1,5,10,
2663160,114,prior,18,5,6,1.0
3192731,135,prior,38,5,10,6.0
925299,184,prior,1,5,10,
3123223,175,prior,31,5,14,6.0
2491518,95,prior,3,5,14,18.0
394934,168,prior,33,5,17,12.0
3315074,17,prior,7,5,13,5.0
1492206,181,prior,7,5,17,30.0
1993598,143,prior,37,5,15,2.0
2103760,110,prior,24,5,17,2.0
1750944,154,prior,27,5,15,7.0
2867959,56,prior,30,5,16,20.0
643042,148,prior,23,5,16,7.0
2275660,105,prior,15,5,15,1.0
121521,43,prior,10,5,15,11.0
2669058,159,prior,10,5,16,8.0
269056,91,prior,8,5,13,10.0
121848,35,prior,35,5,15,4.0
2804744,67,test,31,5,17,30.0
1812815,12,prior,37,5,12,7.0
412717,97,prior,18,5,14,3.0
1891707,89,prior,7,5,14,10.0
730534,2,prior,40,5,16,10.0
891462,60,prior,44,5,17,7.0
1315285,128,prior,12,5,16,8.0
2662781,138,prior,37,5,12,2.0
1216502,1,prior,5,5,13,8.0
1495337,3,prior,27,5,16,19.0
3241787,172,prior,4,5,16,30.0
2440373,3,prior,10,5,13,30.0
2037236,189,prior,3,5,13,14.0
532446,44,prior,12,5,15,14.0
734094,156,prior,37,5,17,12.0
764347,115,prior,6,5,16,5.0
3287551,32,prior,16,5,17,11.0
3139804,24,prior,6,5,14,17.0
872272,85,prior,41,5,17,7.0
1058520,166,prior,21,5,14,7.0
2933088,90,prior,20,5,21,5.0
2263192,104,test,49,5,20,8.0
1352911,162,prior,3,5,20,30.0
2162249,48,prior,4,5,19,30.0
623413,185,train,6,5,18,30.0
470581,89,prior,51,5,19,8.0
1466562,195,prior,6,5,18,9.0
1106850,146,prior,6,5,21,0.0
2638152,141,prior,4,5,19,13.0
2285921,106,prior,2,5,18,0.0
1838102,196,prior,6,5,21,13.0
409367,42,prior,4,5,19,30.0
2047288,112,prior,49,5,18,5.0
710750,161,prior,41,5,18,5.0
1810402,85,prior,13,5,22,5.0
2165532,164,prior,1,5,22,
953427,175,test,14,5,19,6.0
1094816,12,prior,9,5,21,21.0
2305934,20,prior,7,5,18,2.0
2616576,85,prior,7,5,19,7.0
600364,18,prior,14,5,19,6.0
2985477,180,prior,5,5,22,6.0
404046,176,prior,25,5,21,4.0
973900,21,prior,36,5,20,1.0
751646,69,prior,11,5,19,11.0
1406085,175,prior,5,5,19,25.0
3175746,62,prior,15,5,18,4.0
457992,98,prior,25,5,19,6.0
3246965,36,prior,19,5,19,7.0
2465930,136,prior,2,5,19,30.0
2923535,109,prior,4,5,19,9.0
2020817,97,prior,4,5,19,30.0
141265,67,prior,1,5,21,
218643,198,prior,34,5,18,5.0
2996796,60,prior,3,5,23,6.0
3047307,142,prior,8,6,5,13.0
1293894,53,prior,20,6,0,2.0
3294980,141,train,7,6,0,30.0
1196173,128,prior,6,6,4,2.0
1566124,184,test,26,6,0,30.0
2672225,137,prior,15,6,1,12.0
1182695,168,prior,54,6,3,8.0
668680,3,test,5,6,0,30.0
1091248,135,prior,51,6,3,5.0
1606431,122,prior,13,6,0,21.0
532405,168,prior,6,6,3,9.0
2468967,86,prior,4,6,1,7.0
3156896,7,prior,35,6,0,1.0
1958716,87,prior,6,6,0,26.0
1221211,102,prior,7,6,3,3.0
1068906,83,test,16,6,1,8.0
3233909,198,prior,2,6,1,30.0
3273481,99,prior,30,6,0,2.0
3319667,143,prior,1,6,3,
596155,182,prior,2,6,1,7.0
645641,53,prior,43,6,0,7.0
678058,107,prior,90,6,2,3.0
1000737,149,prior,27,6,4,6.0
426715,187,prior,6,6,1,8.0
2639929,188,prior,3,6,4,6.0
2748190,70,prior,41,6,2,11.0
101910,112,prior,4,6,1,30.0
1031392,121,prior,33,6,0,3.0
2939983,188,prior,7,6,0,9.0
144072,93,prior,6,6,0,30.0
3188012,131,train,13,6,0,8.0
2181592,190,prior,9,6,0,8.0
1815759,89,prior,18,6,2,8.0
2440270,107,train,9,6,0,30.0
461386,112,prior,2,6,1,11.0
2555730,190,prior,3,6,11,20.0
3309353,32,prior,11,6,10,6.0
1248341,164,prior,3,6,10,30.0
151462,195,prior,36,6,8,13.0
3415612,73,prior,9,6,10,27.0
1490179,89,prior,11,6,8,3.0
371733,38,prior,27,6,11,12.0
2446703,120,prior,43,6,9,3.0
309367,200,prior,5,6,10,14.0
2191449,136,prior,7,6,10,28.0
154753,103,prior,4,6,8,4.0
896716,167,prior,21,6,11,10.0
765942,180,prior,7,6,8,7.0
570445,13,test,7,6,11,11.0
2143582,87,prior,27,6,10,6.0
2437582,116,prior,39,6,11,1.0
218020,69,prior,19,6,10,5.0
1240795,187,prior,3,6,7,4.0
1639264,138,prior,20,6,11,4.0
2865103,143,prior,2,6,9,6.0
1606844,132,prior,14,6,8,3.0
2026006,66,prior,3,6,9,12.0
885853,55,train,6,6,11,13.0
62737,37,prior,19,6,10,2.0
1366605,101,prior,8,6,8,15.0
2576120,126,prior,14,6,8,30.0
902574,85,prior,2,6,11,30.0
2384,51,prior,12,6,11,9.0
1516146,95,prior,7,6,9,30.0
597666,82,test,6,6,11,11.0
880351,124,prior,15,6,8,7.0
1883687,175,prior,32,6,10,7.0
3361767,87,test,11,6,9,30.0
529159,23,prior,7,6,11,0.0
1171801,132,test,32,6,11,4.0
1791621,161,prior,5,6,13,4.0
2947643,34,prior,1,6,17,
2597842,41,prior,6,6,13,13.0
2364605,82,prior,3,6,12,6.0
1937693,104,prior,1,6,14,
1581277,40,prior,13,6,16,8.0
239789,190,prior,3,6,16,27.0
621779,99,prior,7,6,15,9.0
2395660,119,prior,26,6,13,7.0
1087911,81,prior,90,6,12,2.0
579721,152,prior,8,6,12,4.0
656078,170,prior,1,6,13,
743305,16,prior,2,6,17,30.0
1310165,102,prior,2,6,15,8.0
248383,68,prior,12,6,16,2.0
2501168,31,prior,2,6,12,6.0
3119259,138,prior,5,6,16,5.0
418140,51,prior,53,6,12,6.0
1393786,153,prior,25,6,17,1.0
2291247,43,prior,14,6,17,29.0
3205781,5,prior,10,6,16,7.0
3172993,104,prior,5,6,14,30.0
745389,140,prior,8,6,13,11.0
2184940,135,prior,7,6,13,14.0
880564,104,prior,60,6,13,5.0
1052650,74,prior,41,6,17,3.0
1770301,120,prior,3,6,14,12.0
1476149,72,prior,17,6,17,4.0
3177475,97,test,12,6,17,27.0
817616,90,prior,15,6,16,7.0
1658240,37,prior,12,6,17,6.0
2524529,123,prior,29,6,14,5.0
608375,178,prior,13,6,13,4.0
2879620,67,prior,4,6,17,21.0
537117,155,prior,14,6,12,9.0
3369184,97,prior,5,6,22,3.0
3382622,172,prior,5,6,19,7.0
2624437,195,prior,16,6,20,20.0
3317468,161,prior,19,6,21,6.0
600839,180,prior,5,6,18,5.0
467889,28,prior,1,6,18,
7541,152,prior,7,6,19,4.0
2933095,93,prior,1,6,20,
2940916,160,prior,7,6,22,9.0
646100,54,prior,15,6,18,8.0
860464,9,prior,1,6,22,
1633929,82,prior,7,6,18,3.0
70602,99,prior,1,6,19,
2277405,33,prior,17,6,18,9.0
3249705,122,prior,43,6,18,8.0
3019173,143,prior,29,6,20,6.0
1907814,64,prior,38,6,18,0.0
561850,79,prior,8,6,18,5.0
2783876,123,prior,5,6,21,13.0
1751332,42,prior,23,6,18,2.0
3333858,18,prior,37,6,18,5.0
754830,148,prior,1,6,18,
2633080,88,prior,7,6,21,7.0
803336,156,prior,17,6,18,18.0
518746,118,prior,70,6,18,2.0
1429571,86,prior,1,6,20,
3097423,93,prior,31,6,20,6.0
185722,68,test,24,6,18,30.0
2810017,14,prior,15,6,18,2.0
828825,176,prior,1,6,19,
2575450,155,prior,16,6,23,2.0
1794434,86,prior,9,6,18,3.0
2954700,150,prior,11,6,20,18.0
893519,41,prior,57,6,21,5.0
483636,160,prior,17,6,18,5.0
